"Name";"Description";"Domain";"Generation_type";"Group";"Tags";"Tags_without_influence";"Influences";"Hybrid";"IsEssenceOnly";"Required_level";"Type";"Stat_ID";"Sign";"Min1";"Max1";"Min2";"Max2";"String";"Format_String";"Tier"
"AbyssSpellAddedColdDamageWhileWieldingTwoHandedWeaponJewel6";"Entombing";"abyss_jewel";"prefix";"WeaponClassColdDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"80";"SpellAddedColdDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_cold_damage_while_wielding_two_handed_weapon";"positive";"19";"25";"26";"34";"Adds {0} to {1} Cold Damage to Spells while wielding a Two Handed Weapon";"Adds (19 - 25) to (26 - 34) Cold Damage to Spells while wielding a Two Handed Weapon";"1"
"AbyssSpellAddedFireDamageWhileWieldingTwoHandedWeaponJewel1";"Heated";"abyss_jewel";"prefix";"WeaponClassFireDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"1";"SpellAddedFireDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_fire_damage_while_wielding_two_handed_weapon";"positive";"2";"4";"5";"7";"Adds {0} to {1} Fire Damage to Spells while wielding a Two Handed Weapon";"Adds (2 - 4) to (5 - 7) Fire Damage to Spells while wielding a Two Handed Weapon";"6"
"AbyssSpellAddedFireDamageWhileWieldingTwoHandedWeaponJewel2";"Flaming";"abyss_jewel";"prefix";"WeaponClassFireDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"40";"SpellAddedFireDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_fire_damage_while_wielding_two_handed_weapon";"positive";"7";"9";"11";"13";"Adds {0} to {1} Fire Damage to Spells while wielding a Two Handed Weapon";"Adds (7 - 9) to (11 - 13) Fire Damage to Spells while wielding a Two Handed Weapon";"5"
"AbyssSpellAddedFireDamageWhileWieldingTwoHandedWeaponJewel3_";"Scorching";"abyss_jewel";"prefix";"WeaponClassFireDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"52";"SpellAddedFireDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_fire_damage_while_wielding_two_handed_weapon";"positive";"10";"12";"14";"16";"Adds {0} to {1} Fire Damage to Spells while wielding a Two Handed Weapon";"Adds (10 - 12) to (14 - 16) Fire Damage to Spells while wielding a Two Handed Weapon";"4"
"AbyssSpellAddedFireDamageWhileWieldingTwoHandedWeaponJewel4";"Incinerating";"abyss_jewel";"prefix";"WeaponClassFireDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"62";"SpellAddedFireDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_fire_damage_while_wielding_two_handed_weapon";"positive";"13";"15";"17";"21";"Adds {0} to {1} Fire Damage to Spells while wielding a Two Handed Weapon";"Adds (13 - 15) to (17 - 21) Fire Damage to Spells while wielding a Two Handed Weapon";"3"
"AbyssSpellAddedFireDamageWhileWieldingTwoHandedWeaponJewel5";"Blasting";"abyss_jewel";"prefix";"WeaponClassFireDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"70";"SpellAddedFireDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_fire_damage_while_wielding_two_handed_weapon";"positive";"16";"18";"22";"24";"Adds {0} to {1} Fire Damage to Spells while wielding a Two Handed Weapon";"Adds (16 - 18) to (22 - 24) Fire Damage to Spells while wielding a Two Handed Weapon";"2"
"AbyssSpellAddedFireDamageWhileWieldingTwoHandedWeaponJewel6";"Cremating";"abyss_jewel";"prefix";"WeaponClassFireDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"81";"SpellAddedFireDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_fire_damage_while_wielding_two_handed_weapon";"positive";"19";"25";"26";"34";"Adds {0} to {1} Fire Damage to Spells while wielding a Two Handed Weapon";"Adds (19 - 25) to (26 - 34) Fire Damage to Spells while wielding a Two Handed Weapon";"1"
"AbyssSpellAddedLightningDamageWhileWieldingTwoHandedWeaponJewel6_";"Electrocuting";"abyss_jewel";"prefix";"WeaponClassLightningDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"82";"SpellAddedLightningDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_lightning_damage_while_wielding_two_handed_weapon";"positive";"1";"6";"43";"51";"Adds {0} to {1} Lightning Damage to Spells while wielding a Two Handed Weapon";"Adds (1 - 6) to (43 - 51) Lightning Damage to Spells while wielding a Two Handed Weapon";"1"
"AbyssSpellAddedLightningDamageWhileWieldingTwoHandedWeaponJewel5_";"Discharging";"abyss_jewel";"prefix";"WeaponClassLightningDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"70";"SpellAddedLightningDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_lightning_damage_while_wielding_two_handed_weapon";"positive";"1";"5";"34";"36";"Adds {0} to {1} Lightning Damage to Spells while wielding a Two Handed Weapon";"Adds (1 - 5) to (34 - 36) Lightning Damage to Spells while wielding a Two Handed Weapon";"1"
"AbyssSpellAddedLightningDamageWhileWieldingTwoHandedWeaponJewel4";"Shocking";"abyss_jewel";"prefix";"WeaponClassLightningDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"58";"SpellAddedLightningDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_lightning_damage_while_wielding_two_handed_weapon";"positive";"1";"4";"29";"33";"Adds {0} to {1} Lightning Damage to Spells while wielding a Two Handed Weapon";"Adds (1 - 4) to (29 - 33) Lightning Damage to Spells while wielding a Two Handed Weapon";"1"
"AbyssSpellAddedLightningDamageWhileWieldingTwoHandedWeaponJewel3";"Arcing";"abyss_jewel";"prefix";"WeaponClassLightningDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"48";"SpellAddedLightningDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_lightning_damage_while_wielding_two_handed_weapon";"positive";"1";"3";"22";"26";"Adds {0} to {1} Lightning Damage to Spells while wielding a Two Handed Weapon";"Adds (1 - 3) to (22 - 26) Lightning Damage to Spells while wielding a Two Handed Weapon";"1"
"AbyssSpellAddedLightningDamageWhileWieldingTwoHandedWeaponJewel1";"Humming";"abyss_jewel";"prefix";"WeaponClassLightningDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"1";"SpellAddedLightningDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_lightning_damage_while_wielding_two_handed_weapon";"positive";"1";"";"6";"10";"Adds {0} to {1} Lightning Damage to Spells while wielding a Two Handed Weapon";"Adds 1 to (6 - 10 Lightning Damage to Spells while wielding a Two Handed Weapon";"1"
"AbyssSpellAddedLightningDamageWhileWieldingTwoHandedWeaponJewel2";"Sparking";"abyss_jewel";"prefix";"WeaponClassLightningDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"39";"SpellAddedLightningDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_lightning_damage_while_wielding_two_handed_weapon";"positive";"1";"2";"17";"21";"Adds {0} to {1} Lightning Damage to Spells while wielding a Two Handed Weapon";"Adds (1 - 2) to (17 - 21) Lightning Damage to Spells while wielding a Two Handed Weapon";"1"
"AbyssSpellAddedPhysicalDamageWhileWieldingTwoHandedWeaponJewel1";"Glinting";"abyss_jewel";"prefix";"WeaponClassPhysicalDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"1";"SpellAddedPhysicalDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_physical_damage_while_wielding_two_handed_weapon";"positive";"1";"2";"3";"5";"Adds {0} to {1} Physical Damage to Spells while wielding a Two Handed Weapon";"Adds (1 - 2) to (3 - 5) Physical Damage to Spells while wielding a Two Handed Weapon";"6"
"AbyssSpellAddedPhysicalDamageWhileWieldingTwoHandedWeaponJewel2";"Gleaming";"abyss_jewel";"prefix";"WeaponClassPhysicalDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"42";"SpellAddedPhysicalDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_physical_damage_while_wielding_two_handed_weapon";"positive";"3";"5";"7";"9";"Adds {0} to {1} Physical Damage to Spells while wielding a Two Handed Weapon";"Adds (3 - 5) to (7 - 9) Physical Damage to Spells while wielding a Two Handed Weapon";"5"
"AbyssSpellAddedPhysicalDamageWhileWieldingTwoHandedWeaponJewel3";"Annealed";"abyss_jewel";"prefix";"WeaponClassPhysicalDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"54";"SpellAddedPhysicalDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_physical_damage_while_wielding_two_handed_weapon";"positive";"6";"8";"10";"12";"Adds {0} to {1} Physical Damage to Spells while wielding a Two Handed Weapon";"Adds (6 - 8) to (10 - 12) Physical Damage to Spells while wielding a Two Handed Weapon";"4"
"AbyssSpellAddedPhysicalDamageWhileWieldingTwoHandedWeaponJewel4";"Razor-sharp";"abyss_jewel";"prefix";"WeaponClassPhysicalDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"63";"SpellAddedPhysicalDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_physical_damage_while_wielding_two_handed_weapon";"positive";"9";"11";"13";"15";"Adds {0} to {1} Physical Damage to Spells while wielding a Two Handed Weapon";"Adds (9 - 11) to (13 - 15) Physical Damage to Spells while wielding a Two Handed Weapon";"3"
"AbyssSpellAddedPhysicalDamageWhileWieldingTwoHandedWeaponJewel5";"Tempered";"abyss_jewel";"prefix";"WeaponClassPhysicalDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"72";"SpellAddedPhysicalDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_physical_damage_while_wielding_two_handed_weapon";"positive";"12";"14";"15";"17";"Adds {0} to {1} Physical Damage to Spells while wielding a Two Handed Weapon";"Adds (12 - 14) to (15 - 17) Physical Damage to Spells while wielding a Two Handed Weapon";"2"
"AbyssSpellAddedPhysicalDamageWhileWieldingTwoHandedWeaponJewel6";"Flaring";"abyss_jewel";"prefix";"WeaponClassPhysicalDamage";"two_handed_mod,abyss_jewel_caster,two_handed_mod,specific_weapon";"two_handed_mod,abyss_jewel_caster";"";"";"False";"83";"SpellAddedPhysicalDamageWhileWieldingTwoHandedWeapon";"spell_minimum_added_physical_damage_while_wielding_two_handed_weapon";"positive";"15";"17";"20";"24";"Adds {0} to {1} Physical Damage to Spells while wielding a Two Handed Weapon";"Adds (15 - 17) to (20 - 24) Physical Damage to Spells while wielding a Two Handed Weapon";"1"
"AbyssAddedColdDamageWithWandsJewel1__";"Frosted";"abyss_jewel";"prefix";"SpecificWeaponColdDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"1";"AddedColdDamageWithWands";"attack_minimum_added_cold_damage_with_wand";"positive";"4";"5";"9";"10";"Adds {0} to {1} Cold Damage to Wand Attacks";"Adds (4 - 5) to (9 - 10) Cold Damage to Wand Attacks";"6"
"AbyssAddedColdDamageWithWandsJewel2";"Freezing";"abyss_jewel";"prefix";"SpecificWeaponColdDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"38";"AddedColdDamageWithWands";"attack_minimum_added_cold_damage_with_wand";"positive";"6";"7";"11";"13";"Adds {0} to {1} Cold Damage to Wand Attacks";"Adds (6 - 7) to (11 - 13) Cold Damage to Wand Attacks";"5"
"AbyssAddedColdDamageWithWandsJewel3_";"Frozen";"abyss_jewel";"prefix";"SpecificWeaponColdDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"47";"AddedColdDamageWithWands";"attack_minimum_added_cold_damage_with_wand";"positive";"8";"9";"14";"16";"Adds {0} to {1} Cold Damage to Wand Attacks";"Adds (8 - 9) to (14 - 16) Cold Damage to Wand Attacks";"4"
"AbyssAddedColdDamageWithWandsJewel4";"Glaciated";"abyss_jewel";"prefix";"SpecificWeaponColdDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"59";"AddedColdDamageWithWands";"attack_minimum_added_cold_damage_with_wand";"positive";"10";"11";"17";"20";"Adds {0} to {1} Cold Damage to Wand Attacks";"Adds (10 - 11) to (17 - 20) Cold Damage to Wand Attacks";"3"
"AbyssAddedColdDamageWithWandsJewel5";"Polar";"abyss_jewel";"prefix";"SpecificWeaponColdDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"68";"AddedColdDamageWithWands";"attack_minimum_added_cold_damage_with_wand";"positive";"12";"13";"21";"24";"Adds {0} to {1} Cold Damage to Wand Attacks";"Adds (12 - 13) to (21 - 24) Cold Damage to Wand Attacks";"2"
"AbyssAddedColdDamageWithWandsJewel6";"Entombing";"abyss_jewel";"prefix";"SpecificWeaponColdDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"83";"AddedColdDamageWithWands";"attack_minimum_added_cold_damage_with_wand";"positive";"14";"15";"25";"28";"Adds {0} to {1} Cold Damage to Wand Attacks";"Adds (14 - 15) to (25 - 28) Cold Damage to Wand Attacks";"1"
"AbyssAddedFireDamageWithWandsJewel1";"Heated";"abyss_jewel";"prefix";"SpecificWeaponFireDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"1";"AddedFireDamageWithWands";"attack_minimum_added_fire_damage_with_wand";"positive";"5";"6";"11";"12";"Adds {0} to {1} Fire Damage to Wand Attacks";"Adds (5 - 6) to (11 - 12) Fire Damage to Wand Attacks";"6"
"AbyssAddedFireDamageWithWandsJewel2";"Flaming";"abyss_jewel";"prefix";"SpecificWeaponFireDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"40";"AddedFireDamageWithWands";"attack_minimum_added_fire_damage_with_wand";"positive";"7";"8";"13";"15";"Adds {0} to {1} Fire Damage to Wand Attacks";"Adds (7 - 8) to (13 - 15) Fire Damage to Wand Attacks";"5"
"AbyssAddedFireDamageWithWandsJewel3";"Scorching";"abyss_jewel";"prefix";"SpecificWeaponFireDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"51";"AddedFireDamageWithWands";"attack_minimum_added_fire_damage_with_wand";"positive";"9";"11";"16";"19";"Adds {0} to {1} Fire Damage to Wand Attacks";"Adds (9 - 11) to (16 - 19) Fire Damage to Wand Attacks";"4"
"AbyssAddedFireDamageWithWandsJewel4";"Incinerating";"abyss_jewel";"prefix";"SpecificWeaponFireDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"62";"AddedFireDamageWithWands";"attack_minimum_added_fire_damage_with_wand";"positive";"12";"13";"20";"22";"Adds {0} to {1} Fire Damage to Wand Attacks";"Adds (12 - 13) to (20 - 22) Fire Damage to Wand Attacks";"3"
"AbyssAddedFireDamageWithWandsJewel5__";"Blasting";"abyss_jewel";"prefix";"SpecificWeaponFireDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"72";"AddedFireDamageWithWands";"attack_minimum_added_fire_damage_with_wand";"positive";"14";"15";"23";"26";"Adds {0} to {1} Fire Damage to Wand Attacks";"Adds (14 - 15) to (23 - 26) Fire Damage to Wand Attacks";"2"
"AbyssAddedFireDamageWithWandsJewel6";"Cremating";"abyss_jewel";"prefix";"SpecificWeaponFireDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"84";"AddedFireDamageWithWands";"attack_minimum_added_fire_damage_with_wand";"positive";"16";"18";"27";"32";"Adds {0} to {1} Fire Damage to Wand Attacks";"Adds (16 - 18) to (27 - 32) Fire Damage to Wand Attacks";"1"
"AbyssAddedLightningDamageWithWandsJewel2";"Sparking";"abyss_jewel";"prefix";"SpecificWeaponLightningDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"37";"AddedLightningDamageWithWands";"attack_minimum_added_lightning_damage_with_wand";"positive";"1";"2";"23";"24";"Adds {0} to {1} Lightning Damage to Wand Attacks";"Adds (1 - 2) to (23 - 24) Lightning Damage to Wand Attacks";"1"
"AbyssAddedLightningDamageWithWandsJewel1_";"Humming";"abyss_jewel";"prefix";"SpecificWeaponLightningDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"1";"AddedLightningDamageWithWands";"attack_minimum_added_lightning_damage_with_wand";"positive";"1";"";"19";"20";"Adds {0} to {1} Lightning Damage to Wand Attacks";"Adds 1 to (19 - 20 Lightning Damage to Wand Attacks";"1"
"AbyssAddedLightningDamageWithWandsJewel3";"Arcing";"abyss_jewel";"prefix";"SpecificWeaponLightningDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"48";"AddedLightningDamageWithWands";"attack_minimum_added_lightning_damage_with_wand";"positive";"1";"3";"28";"30";"Adds {0} to {1} Lightning Damage to Wand Attacks";"Adds (1 - 3) to (28 - 30) Lightning Damage to Wand Attacks";"1"
"AbyssAddedLightningDamageWithWandsJewel4";"Shocking";"abyss_jewel";"prefix";"SpecificWeaponLightningDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"60";"AddedLightningDamageWithWands";"attack_minimum_added_lightning_damage_with_wand";"positive";"1";"4";"33";"35";"Adds {0} to {1} Lightning Damage to Wand Attacks";"Adds (1 - 4) to (33 - 35) Lightning Damage to Wand Attacks";"2"
"AbyssAddedLightningDamageWithWandsJewel5";"Discharging";"abyss_jewel";"prefix";"SpecificWeaponLightningDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"70";"AddedLightningDamageWithWands";"attack_minimum_added_lightning_damage_with_wand";"positive";"2";"4";"40";"43";"Adds {0} to {1} Lightning Damage to Wand Attacks";"Adds (2 - 4) to (40 - 43) Lightning Damage to Wand Attacks";"1"
"AbyssAddedLightningDamageWithWandsJewel6";"Electrocuting";"abyss_jewel";"prefix";"SpecificWeaponLightningDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"82";"AddedLightningDamageWithWands";"attack_minimum_added_lightning_damage_with_wand";"positive";"2";"5";"48";"50";"Adds {0} to {1} Lightning Damage to Wand Attacks";"Adds (2 - 5) to (48 - 50) Lightning Damage to Wand Attacks";"1"
"AbyssAddedPhysicalDamageWithWandsJewel1_";"Glinting";"abyss_jewel";"prefix";"SpecificWeaponPhysicalDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"1";"AddedPhysicalDamageWithWands";"attack_minimum_added_physical_damage_with_wands";"positive";"2";"";"3";"";"Adds {0} to {1} Physical Damage to Wand Attacks";"Adds 2 to 3 Physical Damage to Wand Attacks";"4"
"AbyssAddedPhysicalDamageWithWandsJewel2";"Gleaming";"abyss_jewel";"prefix";"SpecificWeaponPhysicalDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"42";"AddedPhysicalDamageWithWands";"attack_minimum_added_physical_damage_with_wands";"positive";"3";"";"4";"";"Adds {0} to {1} Physical Damage to Wand Attacks";"Adds 3 to 4 Physical Damage to Wand Attacks";"3"
"AbyssAddedPhysicalDamageWithWandsJewel3_";"Tempered";"abyss_jewel";"prefix";"SpecificWeaponPhysicalDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"64";"AddedPhysicalDamageWithWands";"attack_minimum_added_physical_damage_with_wands";"positive";"4";"";"5";"6";"Adds {0} to {1} Physical Damage to Wand Attacks";"Adds 4 to (5 - 6 Physical Damage to Wand Attacks";"2"
"AbyssAddedPhysicalDamageWithWandsJewel4";"Flaring";"abyss_jewel";"prefix";"SpecificWeaponPhysicalDamage";"wand,abyss_jewel_ranged,wand,specific_weapon,one_handed_mod";"wand,abyss_jewel_ranged";"";"";"False";"83";"AddedPhysicalDamageWithWands";"attack_minimum_added_physical_damage_with_wands";"positive";"5";"6";"7";"8";"Adds {0} to {1} Physical Damage to Wand Attacks";"Adds (5 - 6) to (7 - 8) Physical Damage to Wand Attacks";"1"
"AfflictionJewelSmallPassivesGrantAreaOfEffect_";"of Reach";"affliction_jewel";"suffix";"AfflictionJewelSmallPassivesGrantAreaOfEffect";"affliction_area_damage";"affliction_area_damage";"";"";"False";"1";"AfflictionJewelSmallPassivesGrantAreaOfEffect";"local_affliction_jewel_small_nodes_grant_base_skill_area_of_effect_+%";"positive";"1";"1";"";"";"Added Small Passive Skills also grant: {0}% increased Area of Effect";"Added Small Passive Skills also grant: 1% increased Area of Effect";"3"
"AfflictionJewelSmallPassivesGrantAreaOfEffect2";"of Range";"affliction_jewel";"suffix";"AfflictionJewelSmallPassivesGrantAreaOfEffect";"affliction_area_damage";"affliction_area_damage";"";"";"False";"68";"AfflictionJewelSmallPassivesGrantAreaOfEffect";"local_affliction_jewel_small_nodes_grant_base_skill_area_of_effect_+%";"positive";"2";"2";"";"";"Added Small Passive Skills also grant: {0}% increased Area of Effect";"Added Small Passive Skills also grant: 2% increased Area of Effect";"2"
"AfflictionJewelSmallPassivesGrantAreaOfEffect3";"of Horizons";"affliction_jewel";"suffix";"AfflictionJewelSmallPassivesGrantAreaOfEffect";"affliction_area_damage";"affliction_area_damage";"";"";"False";"84";"AfflictionJewelSmallPassivesGrantAreaOfEffect";"local_affliction_jewel_small_nodes_grant_base_skill_area_of_effect_+%";"positive";"3";"3";"";"";"Added Small Passive Skills also grant: {0}% increased Area of Effect";"Added Small Passive Skills also grant: 3% increased Area of Effect";"1"
"AfflictionNotableTitanicSwings_";"Notable";"affliction_jewel";"prefix";"AfflictionNotableTitanicSwings";"affliction_area_damage,affliction_damage_with_two_handed_melee_weapons,has_affliction_notable";"affliction_area_damage,affliction_damage_with_two_handed_melee_weapons";"";"";"False";"1";"AfflictionNotableTitanicSwings";"local_affliction_notable_titanic_swings";"positive";"1";"1";"";"";"1 Added Passive Skill is Titanic Swings";"1 Added Passive Skill is Titanic Swings";"1"
"AfflictionNotableToweringThreat";"Notable";"affliction_jewel";"prefix";"AfflictionNotableToweringThreat";"affliction_area_damage,affliction_maximum_life,has_affliction_notable";"affliction_area_damage,affliction_maximum_life";"";"";"False";"1";"AfflictionNotableToweringThreat";"local_affliction_notable_towering_threat";"positive";"1";"1";"";"";"1 Added Passive Skill is Towering Threat";"1 Added Passive Skill is Towering Threat";"1"
"AfflictionNotableAssertDominance";"Notable";"affliction_jewel";"prefix";"AfflictionNotableAssertDominance";"affliction_area_damage,has_affliction_notable";"affliction_area_damage";"";"";"False";"1";"AfflictionNotableAssertDominance";"local_affliction_notable_assert_dominance";"positive";"1";"1";"";"";"1 Added Passive Skill is Assert Dominance";"1 Added Passive Skill is Assert Dominance";"1"
"AfflictionNotableIntensity";"Notable";"affliction_jewel";"prefix";"AfflictionNotableIntensity";"affliction_area_damage,has_affliction_notable";"affliction_area_damage";"";"";"False";"1";"AfflictionNotableIntensity";"local_affliction_notable_intensity";"positive";"1";"1";"";"";"1 Added Passive Skill is Intensity";"1 Added Passive Skill is Intensity";"1"
"AfflictionNotablePowerfulAssault_";"Notable";"affliction_jewel";"prefix";"AfflictionNotablePowerfulAssault";"affliction_area_damage,has_affliction_notable";"affliction_area_damage";"";"";"False";"1";"AfflictionNotablePowerfulAssault";"local_affliction_notable_powerful_assault";"positive";"1";"1";"";"";"1 Added Passive Skill is Powerful Assault";"1 Added Passive Skill is Powerful Assault";"1"
"AfflictionNotableVastPower";"Notable";"affliction_jewel";"prefix";"AfflictionNotableVastPower";"affliction_area_damage,has_affliction_notable";"affliction_area_damage";"";"";"False";"1";"AfflictionNotableVastPower";"local_affliction_notable_vast_power";"positive";"1";"1";"";"";"1 Added Passive Skill is Vast Power";"1 Added Passive Skill is Vast Power";"1"
"AfflictionNotableSecondSkin";"Notable";"affliction_jewel";"prefix";"AfflictionNotableSecondSkin";"affliction_armour,affliction_chance_to_block,has_affliction_notable";"affliction_armour,affliction_chance_to_block";"";"";"False";"1";"AfflictionNotableSecondSkin";"local_affliction_notable_second_skin";"positive";"1";"1";"";"";"1 Added Passive Skill is Second Skin";"1 Added Passive Skill is Second Skin";"1"
"AfflictionNotableDragonHunter__";"Notable";"affliction_jewel";"prefix";"AfflictionNotableDragonHunter";"affliction_armour,affliction_fire_resistance,has_affliction_notable";"affliction_armour,affliction_fire_resistance";"";"";"False";"1";"AfflictionNotableDragonHunter";"local_affliction_notable_dragon_hunter";"positive";"1";"1";"";"";"1 Added Passive Skill is Dragon Hunter";"1 Added Passive Skill is Dragon Hunter";"1"
"AfflictionNotablePrismaticCarapace_";"Notable";"affliction_jewel";"prefix";"AfflictionNotablePrismaticCarapace";"affliction_armour,affliction_lightning_resistance,affliction_cold_resistance,affliction_fire_resistance,has_affliction_notable";"affliction_armour,affliction_lightning_resistance,affliction_cold_resistance,affliction_fire_resistance";"";"";"False";"1";"AfflictionNotablePrismaticCarapace";"local_affliction_notable_prismatic_carapace";"positive";"1";"1";"";"";"1 Added Passive Skill is Prismatic Carapace";"1 Added Passive Skill is Prismatic Carapace";"1"
"AfflictionNotableEnduringComposure";"Notable";"affliction_jewel";"prefix";"AfflictionNotableEnduringComposure";"affliction_armour,has_affliction_notable";"affliction_armour";"";"";"False";"1";"AfflictionNotableEnduringComposure";"local_affliction_notable_enduring_composure";"positive";"1";"1";"";"";"1 Added Passive Skill is Enduring Composure";"1 Added Passive Skill is Enduring Composure";"1"
"AfflictionNotableMilitarism";"Notable";"affliction_jewel";"prefix";"AfflictionNotableMilitarism";"affliction_armour,has_affliction_notable";"affliction_armour";"";"";"False";"1";"AfflictionNotableMilitarism";"local_affliction_notable_militarism";"positive";"1";"1";"";"";"1 Added Passive Skill is Militarism";"1 Added Passive Skill is Militarism";"1"
