"item_class";"name";"tags";"armour";"movement speed";"energy shield";"evasion rating";"chance to block";"attacks per second";"critical strike chance";"physical damage min";"physical damage";"weapon range";"dexterity";"intelligence";"strength";"level";"item_class_req";"item_tags_combination"
"boots";"Shagreen Boots";"dex_armour,boots,armour,default";"";"";"";"180";"";"";"";"";"";"";"97";"0";"0";"55";"dex";"10"
"boots";"Sharkskin Boots";"dex_armour,boots,armour,default";"";"";"";"145";"";"";"";"";"";"";"79";"0";"0";"44";"dex";"10"
"boots";"Silk Slippers";"int_armour,boots,armour,default";"";"";"15";"";"";"";"";"";"";"";"0";"42";"0";"22";"int";"20"
"boots";"Slink Boots";"dex_armour,boots,armour,default";"";"";"";"246";"";"";"";"";"";"";"120";"0";"0";"69";"dex";"10"
"boots";"Soldier Boots";"str_int_armour,boots,armour,default";"88";"";"17";"";"";"";"";"";"";"";"0";"47";"47";"49";"intstr";"85"
"boots";"Sorcerer Boots";"int_armour,boots,armour,default";"";"";"49";"";"";"";"";"";"";"";"0";"123";"0";"67";"int";"20"
"boots";"Stealth Boots";"dex_armour,boots,armour,default";"";"";"";"220";"";"";"";"";"";"";"117";"0";"0";"62";"dex";"10"
"boots";"Steel Greaves";"str_armour,boots,armour,default";"32";"";"";"";"";"";"";"";"";"";"0";"0";"21";"9";"str";"72"
"boots";"Steelscale Boots";"str_dex_armour,boots,armour,default";"65";"";"";"65";"";"";"";"";"";"";"35";"0";"35";"36";"dexstr";"79"
"boots";"Strapped Boots";"dex_int_armour,boots,armour,default";"";"";"6";"30";"";"";"";"";"";"";"18";"18";"0";"16";"dexint";"15"
"boots";"Titan Greaves";"str_armour,boots,armour,default";"241";"";"";"";"";"";"";"";"";"";"0";"0";"120";"68";"str";"72"
"boots";"Trapper Boots";"dex_int_armour,boots,armour,default";"";"";"15";"74";"";"";"";"";"";"";"40";"40";"0";"41";"dexint";"15"
"boots";"Two-Toned Boots";"not_for_sale,atlas_base_type,bootsatlas1,dex_int_armour,boots,armour,default";"";"";"24";"126";"";"";"";"";"";"";"62";"62";"0";"70";"dexint";"31"
"boots";"Two-Toned Boots";"not_for_sale,atlas_base_type,bootsatlas2,str_dex_armour,boots,armour,default";"126";"";"";"126";"";"";"";"";"";"";"62";"0";"62";"70";"dexstr";"32"
"boots";"Two-Toned Boots";"not_for_sale,atlas_base_type,bootsatlas3,str_int_armour,boots,armour,default";"126";"";"24";"";"";"";"";"";"";"";"0";"62";"62";"70";"intstr";"33"
"boots";"Vaal Greaves";"str_armour,boots,armour,default";"220";"";"";"";"";"";"";"";"";"";"0";"0";"117";"62";"str";"72"
"boots";"Velvet Slippers";"int_armour,boots,armour,default";"";"";"8";"";"";"";"";"";"";"";"0";"21";"0";"9";"int";"20"
"boots";"Wool Shoes";"int_armour,boots,armour,default";"";"";"4";"";"";"";"";"";"";"";"0";"11";"0";"3";"int";"20"
"boots";"Wrapped Boots";"dex_int_armour,boots,armour,default";"";"";"3";"12";"";"";"";"";"";"";"9";"9";"0";"6";"dexint";"15"
"boots";"Wyrmscale Boots";"str_dex_armour,boots,armour,default";"92";"";"";"92";"";"";"";"";"";"";"48";"0";"48";"51";"dexstr";"79"
"boots";"Zealot Boots";"str_int_armour,boots,armour,default";"73";"";"14";"";"";"";"";"";"";"";"0";"38";"38";"40";"intstr";"85"
"bow";"Assassin Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.8";"6.7";"30";"89";"120";"212";"0";"0";"62";"dex";"5"
"bow";"Bone Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.714";"6.5";"11";"34";"120";"80";"0";"0";"23";"dex";"5"
"bow";"Citadel Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.8";"6";"25";"101";"120";"185";"0";"0";"58";"dex";"5"
"bow";"Composite Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.769";"6";"12";"26";"120";"53";"0";"0";"14";"dex";"5"
"bow";"Compound Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.769";"6";"26";"54";"120";"134";"0";"0";"41";"dex";"5"
"bow";"Crude Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.714";"5";"5";"13";"120";"14";"0";"0";"1";"dex";"5"
"bow";"Death Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.833";"5";"20";"53";"120";"107";"0";"0";"32";"dex";"5"
"bow";"Decimation Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.833";"5";"31";"81";"120";"170";"0";"0";"53";"dex";"5"
"bow";"Decurve Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.8";"6";"17";"70";"120";"125";"0";"0";"38";"dex";"5"
"bow";"Grove Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.667";"5";"15";"44";"120";"116";"0";"0";"35";"dex";"5"
"bow";"Harbinger Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.833";"5";"35";"91";"120";"212";"0";"0";"68";"dex";"5"
"bow";"Highborn Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.69";"5";"17";"66";"120";"161";"0";"0";"50";"dex";"5"
"bow";"Imperial Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.69";"5";"19";"78";"120";"212";"0";"0";"66";"dex";"5"
"bow";"Ivory Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.714";"6.5";"20";"61";"120";"152";"0";"0";"47";"dex";"5"
"bow";"Long Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.769";"6";"6";"25";"120";"38";"0";"0";"9";"dex";"5"
"bow";"Maraketh Bow";"not_for_sale,maraketh,bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.714";"5.5";"44";"65";"120";"222";"0";"0";"71";"dex";"50"
"bow";"Ranger Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.769";"6";"39";"80";"120";"212";"0";"0";"60";"dex";"5"
"bow";"Recurve Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.8";"6.7";"11";"34";"120";"65";"0";"0";"18";"dex";"5"
"bow";"Reflex Bow";"not_for_sale,maraketh,bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.714";"5.5";"27";"40";"120";"124";"0";"0";"36";"dex";"50"
"bow";"Royal Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.69";"5";"10";"41";"120";"95";"0";"0";"28";"dex";"5"
"bow";"Short Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.667";"5";"6";"16";"120";"26";"0";"0";"5";"dex";"5"
"bow";"Sniper Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.8";"6.7";"23";"68";"120";"143";"0";"0";"44";"dex";"5"
"bow";"Spine Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.714";"6.5";"26";"78";"120";"212";"0";"0";"64";"dex";"5"
"bow";"Steelwood Bow";"not_for_sale,maraketh,bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.714";"5.5";"40";"60";"120";"190";"0";"0";"57";"dex";"50"
"bow";"Thicket Bow";"bow,ranged,two_hand_weapon,twohand,weapon,default";"";"";"";"";"";"0.667";"5";"22";"66";"120";"179";"0";"0";"56";"dex";"5"
"claw";"Awl";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.645";"6.3";"7";"23";"11";"25";"25";"0";"12";"dexint";"6"
"claw";"Blinder";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.645";"6.3";"12";"31";"11";"41";"41";"0";"22";"dexint";"6"
"claw";"Cat's Paw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.625";"6";"12";"22";"11";"39";"27";"0";"17";"dexint";"6"
"claw";"Double Claw";"not_for_sale,maraketh,claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.3";"15";"44";"11";"67";"67";"0";"36";"dexint";"51"
"claw";"Eagle Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.3";"17";"69";"11";"94";"94";"0";"55";"dexint";"6"
"claw";"Eye Gouger";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.3";"26";"68";"11";"113";"113";"0";"64";"dexint";"6"
"claw";"Fright Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.3";"12";"46";"11";"61";"61";"0";"34";"dexint";"6"
"claw";"Gemini Claw";"not_for_sale,maraketh,claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.3";"23";"68";"11";"121";"121";"0";"72";"dexint";"51"
"claw";"Gouger";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.3";"15";"51";"11";"70";"70";"0";"40";"dexint";"6"
"claw";"Great White Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"6.5";"30";"78";"11";"81";"117";"0";"58";"dexint";"6"
"claw";"Gut Ripper";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.3";"20";"53";"11";"80";"80";"0";"46";"dexint";"6"
"claw";"Hellion's Paw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.625";"6";"29";"55";"11";"131";"95";"0";"62";"dexint";"6"
"claw";"Imperial Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.625";"6";"25";"65";"11";"131";"95";"0";"68";"dexint";"6"
"claw";"Nailed Fist";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.625";"6.2";"4";"11";"11";"11";"11";"0";"3";"dexint";"6"
"claw";"Noble Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.625";"6";"21";"56";"11";"105";"73";"0";"52";"dexint";"6"
"claw";"Prehistoric Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"6.5";"26";"68";"11";"69";"100";"0";"49";"dexint";"6"
"claw";"Sharktooth Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.5";"6";"17";"11";"14";"20";"0";"7";"dexint";"6"
"claw";"Sparkling Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.625";"6";"14";"38";"11";"64";"44";"0";"30";"dexint";"6"
"claw";"Terror Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.3";"18";"71";"11";"113";"113";"0";"70";"dexint";"6"
"claw";"Thresher Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"6.5";"20";"53";"11";"53";"77";"0";"37";"dexint";"6"
"claw";"Throat Stabber";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.3";"21";"73";"11";"113";"113";"0";"60";"dexint";"6"
"claw";"Tiger's Paw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.625";"6";"23";"43";"11";"88";"61";"0";"43";"dexint";"6"
"claw";"Timeworn Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"6.5";"16";"43";"11";"39";"56";"0";"26";"dexint";"6"
"claw";"Twin Claw";"not_for_sale,maraketh,claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.3";"21";"64";"11";"103";"103";"0";"57";"dexint";"51"
"claw";"Vaal Claw";"claw,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"6.5";"29";"76";"11";"95";"131";"0";"66";"dexint";"6"
"dagger";"Ambusher";"dagger,attack_dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.1";"19";"74";"10";"113";"113";"0";"60";"dexint";"7"
"dagger";"Flaying Knife";"dagger,attack_dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"6";"11";"45";"10";"64";"44";"0";"30";"dexint";"7"
"dagger";"Glass Shank";"dagger,attack_dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6";"6";"10";"10";"9";"6";"0";"1";"dexint";"7"
"dagger";"Gutting Knife";"dagger,attack_dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"6.5";"19";"76";"10";"113";"78";"0";"56";"dexint";"7"
"dagger";"Poignard";"dagger,attack_dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.1";"13";"52";"10";"72";"72";"0";"41";"dexint";"7"
"dagger";"Prong Dagger";"not_for_sale,maraketh,dagger,attack_dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.741";"6.2";"14";"54";"10";"55";"77";"0";"36";"dexint";"52"
"dagger";"Sai";"not_for_sale,maraketh,dagger,attack_dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.741";"6.2";"22";"88";"10";"121";"121";"0";"70";"dexint";"52"
"dagger";"Skinning Knife";"dagger,attack_dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"6";"4";"17";"10";"16";"11";"0";"5";"dexint";"7"
"dagger";"Stiletto";"dagger,attack_dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.1";"7";"27";"10";"30";"30";"0";"15";"dexint";"7"
"dagger";"Trisula";"not_for_sale,maraketh,dagger,attack_dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.741";"6.5";"19";"74";"10";"83";"99";"0";"51";"dexint";"52"
"fishingrod";"Fishing Rod";"not_for_sale,fishing_rod,twohand,weapon,default";"";"";"";"";"";"0.833";"5";"7";"13";"13";"8";"0";"8";"1";"dexstr";"45"
"gloves";"Ambush Mitts";"dex_int_armour,gloves,armour,default";"";"";"16";"81";"";"";"";"";"";"";"35";"35";"0";"45";"dexint";"17"
"gloves";"Ancient Gauntlets";"str_armour,gloves,armour,default";"154";"";"";"";"";"";"";"";"";"";"0";"0";"68";"47";"str";"73"
"gloves";"Antique Gauntlets";"str_armour,gloves,armour,default";"129";"";"";"";"";"";"";"";"";"";"0";"0";"58";"39";"str";"73"
"gloves";"Arcanist Gloves";"int_armour,gloves,armour,default";"";"";"43";"";"";"";"";"";"";"";"0";"95";"0";"60";"int";"22"
"gloves";"Assassin's Mitts";"dex_int_armour,gloves,armour,default";"";"";"20";"104";"";"";"";"";"";"";"45";"45";"0";"58";"dexint";"17"
"gloves";"Bronze Gauntlets";"str_armour,gloves,armour,default";"77";"";"";"";"";"";"";"";"";"";"0";"0";"36";"23";"str";"73"
"gloves";"Bronzescale Gauntlets";"str_dex_armour,gloves,armour,default";"50";"";"";"50";"";"";"";"";"";"";"22";"0";"22";"27";"dexstr";"80"
"gloves";"Carnal Mitts";"dex_int_armour,gloves,armour,default";"";"";"18";"90";"";"";"";"";"";"";"39";"39";"0";"50";"dexint";"17"
"gloves";"Chain Gloves";"str_int_armour,gloves,armour,default";"14";"";"3";"";"";"";"";"";"";"";"0";"8";"8";"7";"intstr";"86"
"gloves";"Clasped Mitts";"dex_int_armour,gloves,armour,default";"";"";"11";"57";"";"";"";"";"";"";"25";"25";"0";"31";"dexint";"17"
"gloves";"Conjurer Gloves";"int_armour,gloves,armour,default";"";"";"35";"";"";"";"";"";"";"";"0";"79";"0";"55";"int";"22"
"gloves";"Crusader Gloves";"str_int_armour,gloves,armour,default";"121";"";"24";"";"";"";"";"";"";"";"0";"51";"51";"66";"intstr";"86"
"gloves";"Deerskin Gloves";"dex_armour,gloves,armour,default";"";"";"";"71";"";"";"";"";"";"";"33";"0";"0";"21";"dex";"12"
"gloves";"Dragonscale Gauntlets";"str_dex_armour,gloves,armour,default";"121";"";"";"121";"";"";"";"";"";"";"51";"0";"51";"67";"dexstr";"80"
"gloves";"Eelskin Gloves";"dex_armour,gloves,armour,default";"";"";"";"125";"";"";"";"";"";"";"56";"0";"0";"38";"dex";"12"
"gloves";"Embroidered Gloves";"int_armour,gloves,armour,default";"";"";"24";"";"";"";"";"";"";"";"0";"54";"0";"36";"int";"22"
"gloves";"Fingerless Silk Gloves";"not_for_sale,atlas_base_type,glovesatlasint,int_armour,gloves,armour,default";"";"";"43";"";"";"";"";"";"";"";"0";"95";"0";"70";"int";"35"
"gloves";"Fishscale Gauntlets";"str_dex_armour,gloves,armour,default";"9";"";"";"9";"";"";"";"";"";"";"5";"0";"5";"4";"dexstr";"80"
"gloves";"Goathide Gloves";"dex_armour,gloves,armour,default";"";"";"";"32";"";"";"";"";"";"";"17";"0";"0";"9";"dex";"12"
"gloves";"Golden Bracers";"not_for_sale,gloves,armour,default";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"12";"";"46"
"gloves";"Goliath Gauntlets";"str_armour,gloves,armour,default";"174";"";"";"";"";"";"";"";"";"";"0";"0";"76";"53";"str";"73"
"gloves";"Gripped Gloves";"not_for_sale,atlas_base_type,glovesatlasdex,dex_armour,gloves,armour,default";"";"";"";"220";"";"";"";"";"";"";"95";"0";"0";"70";"dex";"34"
"gloves";"Hydrascale Gauntlets";"str_dex_armour,gloves,armour,default";"106";"";"";"106";"";"";"";"";"";"";"45";"0";"45";"59";"dexstr";"80"
"gloves";"Iron Gauntlets";"str_armour,gloves,armour,default";"6";"";"";"";"";"";"";"";"";"";"0";"0";"6";"1";"str";"73"
"gloves";"Ironscale Gauntlets";"str_dex_armour,gloves,armour,default";"28";"";"";"28";"";"";"";"";"";"";"14";"0";"14";"15";"dexstr";"80"
"gloves";"Legion Gloves";"str_int_armour,gloves,armour,default";"103";"";"20";"";"";"";"";"";"";"";"0";"44";"44";"57";"intstr";"86"
"gloves";"Mesh Gloves";"str_int_armour,gloves,armour,default";"58";"";"12";"";"";"";"";"";"";"";"0";"26";"26";"32";"intstr";"86"
"gloves";"Murder Mitts";"dex_int_armour,gloves,armour,default";"";"";"24";"121";"";"";"";"";"";"";"51";"51";"0";"67";"dexint";"17"
"gloves";"Nubuck Gloves";"dex_armour,gloves,armour,default";"";"";"";"109";"";"";"";"";"";"";"50";"0";"0";"33";"dex";"12"
"gloves";"Plated Gauntlets";"str_armour,gloves,armour,default";"39";"";"";"";"";"";"";"";"";"";"0";"0";"20";"11";"str";"73"
"gloves";"Rawhide Gloves";"dex_armour,gloves,armour,default";"";"";"";"13";"";"";"";"";"";"";"9";"0";"0";"3";"dex";"12"
"gloves";"Ringmail Gloves";"str_int_armour,gloves,armour,default";"35";"";"7";"";"";"";"";"";"";"";"0";"16";"16";"19";"intstr";"86"
"gloves";"Riveted Gloves";"str_int_armour,gloves,armour,default";"67";"";"13";"";"";"";"";"";"";"";"0";"29";"29";"37";"intstr";"86"
"gloves";"Samite Gloves";"int_armour,gloves,armour,default";"";"";"30";"";"";"";"";"";"";"";"0";"68";"0";"47";"int";"22"
"gloves";"Satin Gloves";"int_armour,gloves,armour,default";"";"";"27";"";"";"";"";"";"";"";"0";"60";"0";"41";"int";"22"
"gloves";"Serpentscale Gauntlets";"str_dex_armour,gloves,armour,default";"78";"";"";"78";"";"";"";"";"";"";"34";"0";"34";"43";"dexstr";"80"
"gloves";"Shagreen Gloves";"dex_armour,gloves,armour,default";"";"";"";"177";"";"";"";"";"";"";"78";"0";"0";"54";"dex";"12"
"gloves";"Sharkskin Gloves";"dex_armour,gloves,armour,default";"";"";"";"148";"";"";"";"";"";"";"66";"0";"0";"45";"dex";"12"
"gloves";"Silk Gloves";"int_armour,gloves,armour,default";"";"";"17";"";"";"";"";"";"";"";"0";"39";"0";"25";"int";"22"
"gloves";"Slink Gloves";"dex_armour,gloves,armour,default";"";"";"";"242";"";"";"";"";"";"";"95";"0";"0";"70";"dex";"12"
"gloves";"Soldier Gloves";"str_int_armour,gloves,armour,default";"92";"";"18";"";"";"";"";"";"";"";"0";"40";"40";"51";"intstr";"86"
"gloves";"Sorcerer Gloves";"int_armour,gloves,armour,default";"";"";"47";"";"";"";"";"";"";"";"0";"97";"0";"69";"int";"22"
"gloves";"Spiked Gloves";"not_for_sale,atlas_base_type,glovesatlasstr,str_armour,gloves,armour,default";"220";"";"";"";"";"";"";"";"";"";"0";"0";"95";"70";"str";"36"
"gloves";"Stealth Gloves";"dex_armour,gloves,armour,default";"";"";"";"231";"";"";"";"";"";"";"97";"0";"0";"62";"dex";"12"
"gloves";"Steel Gauntlets";"str_armour,gloves,armour,default";"116";"";"";"";"";"";"";"";"";"";"0";"0";"52";"35";"str";"73"
"gloves";"Steelscale Gauntlets";"str_dex_armour,gloves,armour,default";"65";"";"";"65";"";"";"";"";"";"";"29";"0";"29";"36";"dexstr";"80"
"gloves";"Strapped Mitts";"dex_int_armour,gloves,armour,default";"";"";"6";"30";"";"";"";"";"";"";"14";"14";"0";"16";"dexint";"17"
"gloves";"Titan Gauntlets";"str_armour,gloves,armour,default";"242";"";"";"";"";"";"";"";"";"";"0";"0";"98";"69";"str";"73"
"gloves";"Trapper Mitts";"dex_int_armour,gloves,armour,default";"";"";"13";"65";"";"";"";"";"";"";"29";"29";"0";"36";"dexint";"17"
"gloves";"Vaal Gauntlets";"str_armour,gloves,armour,default";"232";"";"";"";"";"";"";"";"";"";"0";"0";"100";"63";"str";"73"
"gloves";"Velvet Gloves";"int_armour,gloves,armour,default";"";"";"9";"";"";"";"";"";"";"";"0";"21";"0";"12";"int";"22"
"gloves";"Wool Gloves";"int_armour,gloves,armour,default";"";"";"4";"";"";"";"";"";"";"";"0";"9";"0";"3";"int";"22"
"gloves";"Wrapped Mitts";"dex_int_armour,gloves,armour,default";"";"";"3";"11";"";"";"";"";"";"";"6";"6";"0";"5";"dexint";"17"
"gloves";"Wyrmscale Gauntlets";"str_dex_armour,gloves,armour,default";"88";"";"";"88";"";"";"";"";"";"";"38";"0";"38";"49";"dexstr";"80"
"gloves";"Zealot Gloves";"str_int_armour,gloves,armour,default";"78";"";"15";"";"";"";"";"";"";"";"0";"34";"34";"43";"intstr";"86"
"helmet";"Aventail Helmet";"str_int_armour,helmet,armour,default";"101";"";"20";"";"";"";"";"";"";"";"0";"42";"42";"37";"intstr";"87"
"helmet";"Barbute Helmet";"str_armour,helmet,armour,default";"92";"";"";"";"";"";"";"";"";"";"0";"0";"42";"18";"str";"74"
"helmet";"Battered Helm";"str_dex_armour,helmet,armour,default";"13";"";"";"13";"";"";"";"";"";"";"8";"0";"8";"4";"dexstr";"81"
"helmet";"Bone Circlet";"int_armour,helmet,armour,default";"";"";"34";"";"";"";"";"";"";"";"0";"73";"0";"34";"int";"23"
"helmet";"Bone Helmet";"not_for_sale,atlas_base_type,helmetatlas1,str_int_armour,helmet,armour,default";"197";"";"38";"";"";"";"";"";"";"";"0";"76";"76";"73";"intstr";"37"
"helmet";"Callous Mask";"dex_int_armour,helmet,armour,default";"";"";"24";"122";"";"";"";"";"";"";"51";"51";"0";"45";"dexint";"18"
"helmet";"Close Helmet";"str_armour,helmet,armour,default";"130";"";"";"";"";"";"";"";"";"";"0";"0";"58";"26";"str";"74"
"helmet";"Cone Helmet";"str_armour,helmet,armour,default";"38";"";"";"";"";"";"";"";"";"";"0";"0";"21";"7";"str";"74"
"helmet";"Crusader Helmet";"str_int_armour,helmet,armour,default";"85";"";"17";"";"";"";"";"";"";"";"0";"36";"36";"31";"intstr";"87"
"helmet";"Deicide Mask";"dex_int_armour,helmet,armour,default";"";"";"45";"190";"";"";"";"";"";"";"73";"88";"0";"67";"dexint";"18"
"helmet";"Eternal Burgonet";"str_armour,helmet,armour,default";"373";"";"";"";"";"";"";"";"";"";"0";"0";"138";"69";"str";"74"
"helmet";"Ezomyte Burgonet";"str_armour,helmet,armour,default";"346";"";"";"";"";"";"";"";"";"";"0";"0";"138";"60";"str";"74"
"helmet";"Fencer Helm";"str_dex_armour,helmet,armour,default";"117";"";"";"117";"";"";"";"";"";"";"49";"0";"49";"43";"dexstr";"81"
"helmet";"Festival Mask";"dex_int_armour,helmet,armour,default";"";"";"16";"77";"";"";"";"";"";"";"33";"33";"0";"28";"dexint";"18"
"helmet";"Fluted Bascinet";"str_dex_armour,helmet,armour,default";"160";"";"";"160";"";"";"";"";"";"";"64";"0";"64";"58";"dexstr";"81"
"helmet";"Gilded Sallet";"str_dex_armour,helmet,armour,default";"90";"";"";"90";"";"";"";"";"";"";"38";"0";"38";"33";"dexstr";"81"
"helmet";"Gladiator Helmet";"str_armour,helmet,armour,default";"174";"";"";"";"";"";"";"";"";"";"0";"0";"75";"35";"str";"74"
"helmet";"Golden Mask";"dex_int_armour,helmet,armour,default";"";"";"19";"96";"";"";"";"";"";"";"40";"40";"0";"35";"dexint";"18"
"helmet";"Golden Visage";"not_for_sale,helmet,armour,default";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"12";"";"47"
"helmet";"Golden Wreath";"not_for_sale,helmet,armour,default";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"12";"";"47"
"helmet";"Great Crown";"str_int_armour,helmet,armour,default";"143";"";"28";"";"";"";"";"";"";"";"0";"59";"59";"53";"intstr";"87"
"helmet";"Great Helmet";"str_int_armour,helmet,armour,default";"61";"";"13";"";"";"";"";"";"";"";"0";"27";"27";"22";"intstr";"87"
"helmet";"Harlequin Mask";"dex_int_armour,helmet,armour,default";"";"";"31";"157";"";"";"";"";"";"";"64";"64";"0";"57";"dexint";"18"
"helmet";"Hubris Circlet";"int_armour,helmet,armour,default";"";"";"76";"";"";"";"";"";"";"";"0";"154";"0";"69";"int";"23"
"helmet";"Hunter Hood";"dex_armour,helmet,armour,default";"";"";"";"203";"";"";"";"";"";"";"87";"0";"0";"41";"dex";"13"
"helmet";"Iron Circlet";"int_armour,helmet,armour,default";"";"";"10";"";"";"";"";"";"";"";"0";"23";"0";"8";"int";"23"
"helmet";"Iron Hat";"str_armour,helmet,armour,default";"9";"";"";"";"";"";"";"";"";"";"0";"0";"9";"1";"str";"74"
"helmet";"Iron Mask";"dex_int_armour,helmet,armour,default";"";"";"10";"48";"";"";"";"";"";"";"21";"21";"0";"17";"dexint";"18"
"helmet";"Lacquered Helmet";"str_dex_armour,helmet,armour,default";"138";"";"";"138";"";"";"";"";"";"";"57";"0";"57";"51";"dexstr";"81"
"helmet";"Leather Cap";"dex_armour,helmet,armour,default";"";"";"";"19";"";"";"";"";"";"";"13";"0";"0";"3";"dex";"13"
"helmet";"Leather Hood";"dex_armour,helmet,armour,default";"";"";"";"101";"";"";"";"";"";"";"46";"0";"0";"20";"dex";"13"
"helmet";"Lion Pelt";"dex_armour,helmet,armour,default";"";"";"";"380";"";"";"";"";"";"";"150";"0";"0";"70";"dex";"13"
"helmet";"Lunaris Circlet";"int_armour,helmet,armour,default";"";"";"38";"";"";"";"";"";"";"";"0";"83";"0";"39";"int";"23"
"helmet";"Magistrate Crown";"str_int_armour,helmet,armour,default";"160";"";"31";"";"";"";"";"";"";"";"0";"64";"64";"58";"intstr";"87"
"helmet";"Mind Cage";"int_armour,helmet,armour,default";"";"";"69";"";"";"";"";"";"";"";"0";"138";"0";"65";"int";"23"
"helmet";"Necromancer Circlet";"int_armour,helmet,armour,default";"";"";"52";"";"";"";"";"";"";"";"0";"112";"0";"54";"int";"23"
"helmet";"Nightmare Bascinet";"str_dex_armour,helmet,armour,default";"162";"";"";"233";"";"";"";"";"";"";"85";"0";"62";"67";"dexstr";"81"
